Document_No,Dominant_Topic,media,political elite,other,public
2236,3.0,0,0,0,1
2237,3.0,0,0,0,1
2238,4.0,0,0,0,1
2239,1.0,0,0,0,1
2240,0.0,0,0,0,1
8654,0.0,0,0,0,1
9671,3.0,0,0,0,1
2241,0.0,0,0,0,1
2242,1.0,0,0,0,1
2243,3.0,0,0,0,1
2244,2.0,0,0,0,1
11811,0.0,0,0,0,1
12858,1.0,0,0,0,1
2245,4.0,0,0,0,1
2246,1.0,0,0,0,1
2247,2.0,0,0,0,1
4225,0.0,0,0,0,1
5095,2.0,0,0,0,1
2248,2.0,0,0,0,1
2249,1.0,0,0,0,1
2250,1.0,0,0,0,1
2251,0.0,0,0,0,1
10316,3.0,0,0,0,1
12675,2.0,0,0,0,1
2252,1.0,0,0,0,1
2254,4.0,0,0,0,1
3018,2.0,0,0,0,1
2255,3.0,0,0,0,1
2256,1.0,0,0,0,1
2257,0.0,0,0,0,1
2258,0.0,0,0,0,1
2259,4.0,0,0,0,1
2260,4.0,0,0,0,1
3331,4.0,0,0,0,1
4498,0.0,0,0,0,1
6724,3.0,0,0,0,1
2261,4.0,0,0,0,1
2262,0.0,0,0,0,1
2263,1.0,0,0,0,1
2265,0.0,0,0,0,1
2266,0.0,0,0,0,1
2267,4.0,0,0,0,1
2321,2.0,0,0,0,1
2376,4.0,0,0,0,1
3837,4.0,0,0,0,1
7349,3.0,0,0,0,1
10464,3.0,0,0,0,1
10884,3.0,0,0,0,1
2268,3.0,0,0,0,1
9517,3.0,0,0,0,1
2269,1.0,0,0,0,1
2270,4.0,0,0,0,1
2271,0.0,0,0,0,1
2272,1.0,0,0,0,1
2273,4.0,0,0,0,1
2274,3.0,0,0,0,1
12215,0.0,0,0,0,1
2275,3.0,0,0,0,1
2276,2.0,0,0,0,1
4826,2.0,0,0,0,1
5097,3.0,0,0,0,1
10357,4.0,0,0,0,1
12917,2.0,0,0,0,1
2278,2.0,0,0,0,1
2279,0.0,0,0,0,1
2280,0.0,0,0,0,1
7399,1.0,0,0,0,1
2281,2.0,0,0,0,1
2282,0.0,0,0,0,1
2428,0.0,0,0,0,1
3456,3.0,0,0,0,1
2283,1.0,0,0,0,1
4317,1.0,0,0,0,1
2284,4.0,0,0,0,1
2285,4.0,0,0,0,1
2571,4.0,0,0,0,1
3568,0.0,0,0,0,1
4037,0.0,0,0,0,1
2286,1.0,0,0,0,1
2287,1.0,0,0,0,1
2288,0.0,0,0,0,1
2289,3.0,0,0,0,1
2290,1.0,0,0,0,1
2292,1.0,0,0,0,1
2293,4.0,0,0,0,1
2294,4.0,0,0,0,1
2295,1.0,0,0,0,1
2296,2.0,0,0,0,1
2297,2.0,0,0,0,1
2298,3.0,0,0,0,1
8086,4.0,0,0,0,1
2299,3.0,0,0,0,1
2300,3.0,0,0,0,1
2301,3.0,0,0,0,1
2302,2.0,0,0,0,1
2303,1.0,0,0,0,1
2304,3.0,0,0,0,1
2305,3.0,0,0,0,1
2307,0.0,0,0,0,1
2308,0.0,0,0,0,1
2309,4.0,0,0,0,1
2310,1.0,0,0,0,1
2311,3.0,0,0,0,1
2312,3.0,0,0,0,1
2313,0.0,0,0,0,1
2314,1.0,0,0,0,1
9115,1.0,0,0,0,1
11244,3.0,0,0,0,1
2315,1.0,0,0,0,1
2316,1.0,0,0,0,1
2317,3.0,0,0,0,1
2318,1.0,0,0,0,1
2319,1.0,0,0,0,1
2320,1.0,0,0,0,1
2322,1.0,0,0,0,1
2323,3.0,0,0,0,1
2324,0.0,0,0,0,1
6531,0.0,0,0,0,1
9486,0.0,0,0,0,1
2325,1.0,0,0,0,1
7087,3.0,0,0,0,1
2326,1.0,0,0,0,1
2327,2.0,0,0,0,1
2328,3.0,0,0,0,1
11558,2.0,0,0,0,1
2329,1.0,0,0,0,1
10220,1.0,0,0,0,1
2330,3.0,0,0,0,1
10691,0.0,0,0,0,1
2331,3.0,0,0,0,1
2332,3.0,0,0,0,1
2333,1.0,0,0,0,1
2334,1.0,0,0,0,1
11770,1.0,0,0,0,1
2336,3.0,0,0,0,1
2337,2.0,0,0,0,1
2338,1.0,0,0,0,1
2340,4.0,0,0,0,1
2341,4.0,0,0,0,1
2342,0.0,0,0,0,1
2343,3.0,0,0,0,1
9736,4.0,0,0,0,1
2344,0.0,0,0,0,1
2346,4.0,0,0,0,1
2347,1.0,0,0,0,1
2348,1.0,0,0,0,1
2349,1.0,0,0,0,1
2350,0.0,0,0,0,1
2351,0.0,0,0,0,1
2352,4.0,0,0,0,1
5045,3.0,0,0,0,1
2353,0.0,0,0,0,1
11471,0.0,0,0,0,1
2354,1.0,0,0,0,1
2355,0.0,0,0,0,1
2356,4.0,0,0,0,1
4006,4.0,0,0,0,1
2357,4.0,0,0,0,1
2358,0.0,0,0,0,1
2359,1.0,0,0,0,1
2360,4.0,0,0,0,1
2361,1.0,0,0,0,1
2362,3.0,0,0,0,1
2363,2.0,0,0,0,1
2364,4.0,0,0,0,1
11449,2.0,0,0,0,1
2365,4.0,0,0,0,1
2366,0.0,0,0,0,1
8209,1.0,0,0,0,1
11180,0.0,0,0,0,1
2367,1.0,0,0,0,1
9767,1.0,0,0,0,1
2368,0.0,0,0,0,1
2369,3.0,0,0,0,1
2371,1.0,0,0,0,1
2372,3.0,0,0,0,1
2373,3.0,0,0,0,1
2374,1.0,0,0,0,1
2375,0.0,0,0,0,1
2659,0.0,0,0,0,1
2673,0.0,0,0,0,1
2377,2.0,0,0,0,1
2378,4.0,0,0,0,1
2379,1.0,0,0,0,1
2380,0.0,0,0,0,1
2386,3.0,0,0,0,1
2381,1.0,0,0,0,1
2382,1.0,0,0,0,1
2383,0.0,0,0,0,1
9000,3.0,0,0,0,1
2384,1.0,0,0,0,1
2385,3.0,0,0,0,1
2387,4.0,0,0,0,1
2388,2.0,0,0,0,1
4946,3.0,0,0,0,1
2390,0.0,0,0,0,1
2391,2.0,0,0,0,1
2392,0.0,0,0,0,1
2393,1.0,0,0,0,1
2394,1.0,0,0,0,1
2395,1.0,0,0,0,1
2396,0.0,0,0,0,1
2397,3.0,0,0,0,1
2398,3.0,0,0,0,1
2399,3.0,0,0,0,1
2400,1.0,0,0,0,1
2401,3.0,0,0,0,1
2402,1.0,0,0,0,1
2403,1.0,0,0,0,1
2404,1.0,0,0,0,1
2405,0.0,0,0,0,1
2406,1.0,0,0,0,1
2407,0.0,0,0,0,1
2408,4.0,0,0,0,1
2409,2.0,0,0,0,1
2413,2.0,0,0,0,1
2410,0.0,0,0,0,1
2411,1.0,0,0,0,1
2412,3.0,0,0,0,1
2442,4.0,0,0,0,1
4004,4.0,0,0,0,1
2414,0.0,0,0,0,1
2415,3.0,0,0,0,1
2416,0.0,0,0,0,1
2417,3.0,0,0,0,1
2418,0.0,0,0,0,1
2419,1.0,0,0,0,1
2420,1.0,0,0,0,1
2421,2.0,0,0,0,1
2422,1.0,0,0,0,1
2423,3.0,0,0,0,1
2424,1.0,0,0,0,1
2425,1.0,0,0,0,1
2426,2.0,0,0,0,1
2427,3.0,0,0,0,1
2429,0.0,0,0,0,1
2430,3.0,0,0,0,1
2453,3.0,0,0,0,1
2431,2.0,0,0,0,1
8858,1.0,0,0,0,1
11361,1.0,0,0,0,1
2432,1.0,0,0,0,1
2433,1.0,0,0,0,1
2434,3.0,0,0,0,1
2435,1.0,0,0,0,1
2436,3.0,0,0,0,1
2437,0.0,0,0,0,1
2440,0.0,0,0,0,1
2441,0.0,0,0,0,1
2438,1.0,0,0,0,1
2439,3.0,0,0,0,1
2443,1.0,0,0,0,1
2444,1.0,0,0,0,1
2445,0.0,0,0,0,1
2446,3.0,0,0,0,1
2447,4.0,0,0,0,1
6467,3.0,0,0,0,1
2448,3.0,0,0,0,1
2449,4.0,0,0,0,1
3851,3.0,0,0,0,1
11234,1.0,0,0,0,1
2450,3.0,0,0,0,1
2451,3.0,0,0,0,1
9717,3.0,0,0,0,1
2452,3.0,0,0,0,1
2454,2.0,0,0,0,1
2455,4.0,0,0,0,1
11997,3.0,0,0,0,1
2456,2.0,0,0,0,1
2457,1.0,0,0,0,1
2458,2.0,0,0,0,1
2459,4.0,0,0,0,1
2460,0.0,0,0,0,1
2461,3.0,0,0,0,1
2462,3.0,0,0,0,1
2463,4.0,0,0,0,1
11153,0.0,0,0,0,1
2464,4.0,0,0,0,1
2465,4.0,0,0,0,1
9420,3.0,0,0,0,1
2466,0.0,0,0,0,1
2468,3.0,0,0,0,1
7314,0.0,0,0,0,1
2469,2.0,0,0,0,1
2470,4.0,0,0,0,1
2471,4.0,0,0,0,1
8865,3.0,0,0,0,1
2472,3.0,0,0,0,1
2473,1.0,0,0,0,1
5470,3.0,0,0,0,1
2474,2.0,0,0,0,1
2475,4.0,0,0,0,1
2476,4.0,0,0,0,1
2477,0.0,0,0,0,1
2478,1.0,0,0,0,1
2479,0.0,0,0,0,1
2480,3.0,0,0,0,1
2482,2.0,0,0,0,1
2483,0.0,0,0,0,1
2484,3.0,0,0,0,1
2485,4.0,0,0,0,1
2486,2.0,0,0,0,1
2487,4.0,0,0,0,1
2488,0.0,0,0,0,1
2489,2.0,0,0,0,1
2490,0.0,0,0,0,1
2491,1.0,0,0,0,1
2492,2.0,0,0,0,1
6596,0.0,0,0,0,1
2493,4.0,0,0,0,1
3326,4.0,0,0,0,1
2494,3.0,0,0,0,1
2495,4.0,0,0,0,1
9548,1.0,0,0,0,1
9549,1.0,0,0,0,1
2496,0.0,0,0,0,1
2497,3.0,0,0,0,1
2498,0.0,0,0,0,1
2500,3.0,0,0,0,1
2501,4.0,0,0,0,1
2502,0.0,0,0,0,1
2503,1.0,0,0,0,1
3002,4.0,0,0,0,1
2504,3.0,0,0,0,1
2505,3.0,0,0,0,1
2506,3.0,0,0,0,1
4932,3.0,0,0,0,1
2507,3.0,0,0,0,1
2508,3.0,0,0,0,1
12922,0.0,0,0,0,1
2510,4.0,0,0,0,1
7039,0.0,0,0,0,1
7111,3.0,0,0,0,1
2512,0.0,0,0,0,1
2513,0.0,0,0,0,1
2514,0.0,0,0,0,1
9415,0.0,0,0,0,1
2516,3.0,0,0,0,1
3141,2.0,0,0,0,1
7649,2.0,0,0,0,1
2517,1.0,0,0,0,1
2518,2.0,0,0,0,1
12422,2.0,0,0,0,1
2519,2.0,0,0,0,1
2520,2.0,0,0,0,1
2739,0.0,0,0,0,1
5683,3.0,0,0,0,1
2521,4.0,0,0,0,1
8285,4.0,0,0,0,1
2522,0.0,0,0,0,1
2523,3.0,0,0,0,1
2524,3.0,0,0,0,1
2527,3.0,0,0,0,1
2528,0.0,0,0,0,1
7953,2.0,0,0,0,1
7956,3.0,0,0,0,1
2525,1.0,0,0,0,1
2526,4.0,0,0,0,1
2529,3.0,0,0,0,1
2530,1.0,0,0,0,1
2531,0.0,0,0,0,1
2532,2.0,0,0,0,1
5631,2.0,0,0,0,1
9763,0.0,0,0,0,1
2533,4.0,0,0,0,1
2534,1.0,0,0,0,1
2535,0.0,0,0,0,1
2536,2.0,0,0,0,1
2537,4.0,0,0,0,1
7780,4.0,0,0,0,1
2538,1.0,0,0,0,1
2539,1.0,0,0,0,1
2540,4.0,0,0,0,1
2541,0.0,0,0,0,1
9870,0.0,0,0,0,1
2542,1.0,0,0,0,1
2543,3.0,0,0,0,1
2544,3.0,0,0,0,1
2545,0.0,0,0,0,1
2546,4.0,0,0,0,1
9952,2.0,0,0,0,1
2547,0.0,0,0,0,1
10073,2.0,0,0,0,1
2548,0.0,0,0,0,1
2551,0.0,0,0,0,1
2549,3.0,0,0,0,1
2550,4.0,0,0,0,1
2552,3.0,0,0,0,1
2553,4.0,0,0,0,1
2554,4.0,0,0,0,1
2555,1.0,0,0,0,1
2556,4.0,0,0,0,1
2557,1.0,0,0,0,1
2558,4.0,0,0,0,1
2559,0.0,0,0,0,1
2561,2.0,0,0,0,1
2562,4.0,0,0,0,1
10023,4.0,0,0,0,1
12840,2.0,0,0,0,1
2563,3.0,0,0,0,1
2564,2.0,0,0,0,1
4353,4.0,0,0,0,1
12753,0.0,0,0,0,1
12757,2.0,0,0,0,1
2565,3.0,0,0,0,1
2566,3.0,0,0,0,1
2567,0.0,0,0,0,1
3676,3.0,0,0,0,1
3979,0.0,0,0,0,1
12328,0.0,0,0,0,1
12345,0.0,0,0,0,1
2568,4.0,0,0,0,1
11194,2.0,0,0,0,1
12853,0.0,0,0,0,1
2569,1.0,0,0,0,1
2570,0.0,0,0,0,1
2573,1.0,0,0,0,1
2574,3.0,0,0,0,1
2575,3.0,0,0,0,1
2576,1.0,0,0,0,1
2577,0.0,0,0,0,1
2578,0.0,0,0,0,1
2579,4.0,0,0,0,1
2580,1.0,0,0,0,1
2581,0.0,0,0,0,1
2582,3.0,0,0,0,1
2583,4.0,0,0,0,1
2585,1.0,0,0,0,1
2586,3.0,0,0,0,1
2587,4.0,0,0,0,1
2588,2.0,0,0,0,1
2589,1.0,0,0,0,1
2590,3.0,0,0,0,1
2591,4.0,0,0,0,1
3666,4.0,0,0,0,1
7672,3.0,0,0,0,1
2592,3.0,0,0,0,1
5797,3.0,0,0,0,1
2593,2.0,0,0,0,1
2687,2.0,0,0,0,1
4014,2.0,0,0,0,1
4663,3.0,0,0,0,1
6176,3.0,0,0,0,1
2594,4.0,0,0,0,1
2595,2.0,0,0,0,1
2596,3.0,0,0,0,1
2597,4.0,0,0,0,1
10020,3.0,0,0,0,1
2598,4.0,0,0,0,1
2599,3.0,0,0,0,1
2600,3.0,0,0,0,1
2601,3.0,0,0,0,1
11255,0.0,0,0,0,1
12573,3.0,0,0,0,1
2602,0.0,0,0,0,1
2603,2.0,0,0,0,1
2604,2.0,0,0,0,1
3654,4.0,0,0,0,1
2605,3.0,0,0,0,1
5574,3.0,0,0,0,1
2606,4.0,0,0,0,1
2607,1.0,0,0,0,1
2608,1.0,0,0,0,1
2609,0.0,0,0,0,1
2767,0.0,0,0,0,1
2610,0.0,0,0,0,1
2612,4.0,0,0,0,1
2613,0.0,0,0,0,1
2614,3.0,0,0,0,1
2615,1.0,0,0,0,1
2616,4.0,0,0,0,1
2617,4.0,0,0,0,1
2618,1.0,0,0,0,1
2619,0.0,0,0,0,1
2620,4.0,0,0,0,1
2622,3.0,0,0,0,1
2923,0.0,0,0,0,1
3183,0.0,0,0,0,1
8945,0.0,0,0,0,1
2623,0.0,0,0,0,1
2624,4.0,0,0,0,1
10957,2.0,0,0,0,1
12182,3.0,0,0,0,1
2626,1.0,0,0,0,1
2627,4.0,0,0,0,1
2628,1.0,0,0,0,1
2629,1.0,0,0,0,1
2630,4.0,0,0,0,1
8542,4.0,0,0,0,1
2631,1.0,0,0,0,1
2632,4.0,0,0,0,1
10277,4.0,0,0,0,1
2634,1.0,0,0,0,1
2635,4.0,0,0,0,1
2636,3.0,0,0,0,1
2637,0.0,0,0,0,1
2638,4.0,0,0,0,1
2639,4.0,0,0,0,1
4740,0.0,0,0,0,1
4741,0.0,0,0,0,1
2640,1.0,0,0,0,1
2641,3.0,0,0,0,1
2642,3.0,0,0,0,1
2643,4.0,0,0,0,1
2644,0.0,0,0,0,1
3762,0.0,0,0,0,1
2645,4.0,0,0,0,1
2647,3.0,0,0,0,1
3050,0.0,0,0,0,1
2648,4.0,0,0,0,1
2649,0.0,0,0,0,1
2650,0.0,0,0,0,1
2651,4.0,0,0,0,1
2652,3.0,0,0,0,1
2653,3.0,0,0,0,1
2654,2.0,0,0,0,1
2655,0.0,0,0,0,1
3917,3.0,0,0,0,1
2656,1.0,0,0,0,1
2657,3.0,0,0,0,1
4833,0.0,0,0,0,1
4835,0.0,0,0,0,1
2658,0.0,0,0,0,1
2660,3.0,0,0,0,1
2661,4.0,0,0,0,1
2662,1.0,0,0,0,1
2663,3.0,0,0,0,1
2664,0.0,0,0,0,1
2665,1.0,0,0,0,1
2666,4.0,0,0,0,1
2667,4.0,0,0,0,1
2668,0.0,0,0,0,1
5321,3.0,0,0,0,1
2669,0.0,0,0,0,1
3707,2.0,0,0,0,1
2670,0.0,0,0,0,1
2672,4.0,0,0,0,1
8266,3.0,0,0,0,1
8382,2.0,0,0,0,1
8383,2.0,0,0,0,1
12876,2.0,0,0,0,1
2674,1.0,0,0,0,1
2675,0.0,0,0,0,1
2676,0.0,0,0,0,1
3813,0.0,0,0,0,1
3953,0.0,0,0,0,1
9710,0.0,0,0,0,1
10107,0.0,0,0,0,1
2677,0.0,0,0,0,1
8199,0.0,0,0,0,1
2678,0.0,0,0,0,1
2683,0.0,0,0,0,1
2679,1.0,0,0,0,1
2680,0.0,0,0,0,1
4076,0.0,0,0,0,1
8125,3.0,0,0,0,1
2682,0.0,0,0,0,1
2684,0.0,0,0,0,1
2685,1.0,0,0,0,1
2686,0.0,0,0,0,1
2688,0.0,0,0,0,1
2689,1.0,0,0,0,1
2690,4.0,0,0,0,1
2691,0.0,0,0,0,1
4155,4.0,0,0,0,1
2692,3.0,0,0,0,1
2693,0.0,0,0,0,1
2694,4.0,0,0,0,1
2695,3.0,0,0,0,1
2696,4.0,0,0,0,1
2697,4.0,0,0,0,1
2698,1.0,0,0,0,1
2699,0.0,0,0,0,1
2736,0.0,0,0,0,1
4368,0.0,0,0,0,1
2700,2.0,0,0,0,1
2701,2.0,0,0,0,1
2702,0.0,0,0,0,1
2703,4.0,0,0,0,1
3040,4.0,0,0,0,1
3231,4.0,0,0,0,1
8333,2.0,0,0,0,1
11227,2.0,0,0,0,1
2704,3.0,0,0,0,1
7762,3.0,0,0,0,1
2705,1.0,0,0,0,1
2706,1.0,0,0,0,1
2707,4.0,0,0,0,1
7432,3.0,0,0,0,1
10621,3.0,0,0,0,1
2708,4.0,0,0,0,1
2709,0.0,0,0,0,1
2710,1.0,0,0,0,1
2711,4.0,0,0,0,1
7250,3.0,0,0,0,1
2712,3.0,0,0,0,1
3659,3.0,0,0,0,1
3889,2.0,0,0,0,1
7677,3.0,0,0,0,1
7683,3.0,0,0,0,1
2713,3.0,0,0,0,1
2714,3.0,0,0,0,1
3677,3.0,0,0,0,1
2715,0.0,0,0,0,1
2716,0.0,0,0,0,1
8853,0.0,0,0,0,1
2717,3.0,0,0,0,1
2718,3.0,0,0,0,1
4081,4.0,0,0,0,1
12504,2.0,0,0,0,1
2719,4.0,0,0,0,1
2720,3.0,0,0,0,1
2721,1.0,0,0,0,1
2722,1.0,0,0,0,1
2723,4.0,0,0,0,1
2724,4.0,0,0,0,1
7130,0.0,0,0,0,1
2725,4.0,0,0,0,1
2726,0.0,0,0,0,1
7395,3.0,0,0,0,1
2727,4.0,0,0,0,1
2728,1.0,0,0,0,1
2729,0.0,0,0,0,1
2730,2.0,0,0,0,1
2731,0.0,0,0,0,1
2732,1.0,0,0,0,1
2733,2.0,0,0,0,1
2734,1.0,0,0,0,1
2735,1.0,0,0,0,1
2737,1.0,0,0,0,1
2741,1.0,0,0,0,1
2742,0.0,0,0,0,1
2743,1.0,0,0,0,1
2744,4.0,0,0,0,1
3297,4.0,0,0,0,1
10421,0.0,0,0,0,1
2745,1.0,0,0,0,1
2881,1.0,0,0,0,1
10749,3.0,0,0,0,1
2747,1.0,0,0,0,1
2748,1.0,0,0,0,1
3827,1.0,0,0,0,1
7277,3.0,0,0,0,1
9629,3.0,0,0,0,1
10347,0.0,0,0,0,1
10391,3.0,0,0,0,1
2749,4.0,0,0,0,1
2750,3.0,0,0,0,1
2751,2.0,0,0,0,1
2752,0.0,0,0,0,1
2753,1.0,0,0,0,1
4077,4.0,0,0,0,1
2754,3.0,0,0,0,1
2755,0.0,0,0,0,1
2762,1.0,0,0,0,1
5055,3.0,0,0,0,1
2758,4.0,0,0,0,1
2759,1.0,0,0,0,1
2761,1.0,0,0,0,1
4779,1.0,0,0,0,1
2763,3.0,0,0,0,1
7336,1.0,0,0,0,1
2764,0.0,0,0,0,1
7899,3.0,0,0,0,1
2765,0.0,0,0,0,1
8339,2.0,0,0,0,1
2766,3.0,0,0,0,1
2769,4.0,0,0,0,1
2770,4.0,0,0,0,1
2771,0.0,0,0,0,1
2772,4.0,0,0,0,1
2868,3.0,0,0,0,1
11537,2.0,0,0,0,1
2773,2.0,0,0,0,1
2774,3.0,0,0,0,1
6820,3.0,0,0,0,1
6901,3.0,0,0,0,1
2775,1.0,0,0,0,1
10845,0.0,0,0,0,1
12209,3.0,0,0,0,1
2776,3.0,0,0,0,1
9152,3.0,0,0,0,1
11032,1.0,0,0,0,1
12242,3.0,0,0,0,1
2778,0.0,0,0,0,1
2780,0.0,0,0,0,1
6074,1.0,0,0,0,1
2779,3.0,0,0,0,1
2781,3.0,0,0,0,1
3840,4.0,0,0,0,1
3843,4.0,0,0,0,1
10721,1.0,0,0,0,1
10767,3.0,0,0,0,1
12615,4.0,0,0,0,1
12617,4.0,0,0,0,1
2782,2.0,0,0,0,1
2783,3.0,0,0,0,1
2784,4.0,0,0,0,1
2883,4.0,0,0,0,1
7865,4.0,0,0,0,1
9973,3.0,0,0,0,1
2785,3.0,0,0,0,1
2786,2.0,0,0,0,1
6858,3.0,0,0,0,1
2787,3.0,0,0,0,1
2788,0.0,0,0,0,1
2789,3.0,0,0,0,1
4292,4.0,0,0,0,1
2790,3.0,0,0,0,1
12481,2.0,0,0,0,1
12483,0.0,0,0,0,1
2792,3.0,0,0,0,1
2793,3.0,0,0,0,1
2795,3.0,0,0,0,1
2797,3.0,0,0,0,1
2796,4.0,0,0,0,1
2798,3.0,0,0,0,1
7118,3.0,0,0,0,1
2799,3.0,0,0,0,1
2800,3.0,0,0,0,1
2801,4.0,0,0,0,1
2802,1.0,0,0,0,1
2803,4.0,0,0,0,1
9045,4.0,0,0,0,1
2806,3.0,0,0,0,1
6721,2.0,0,0,0,1
9413,3.0,0,0,0,1
10913,0.0,0,0,0,1
12679,2.0,0,0,0,1
2807,4.0,0,0,0,1
10632,1.0,0,0,0,1
2808,3.0,0,0,0,1
2826,3.0,0,0,0,1
5203,3.0,0,0,0,1
7174,3.0,0,0,0,1
2809,4.0,0,0,0,1
2810,3.0,0,0,0,1
2819,3.0,0,0,0,1
4935,3.0,0,0,0,1
2811,3.0,0,0,0,1
2814,3.0,0,0,0,1
2815,4.0,0,0,0,1
2817,2.0,0,0,0,1
2879,2.0,0,0,0,1
2820,3.0,0,0,0,1
2821,1.0,0,0,0,1
3206,0.0,0,0,0,1
3943,0.0,0,0,0,1
12064,3.0,0,0,0,1
12794,0.0,0,0,0,1
2822,3.0,0,0,0,1
2823,3.0,0,0,0,1
2825,3.0,0,0,0,1
2827,3.0,0,0,0,1
2828,3.0,0,0,0,1
2829,1.0,0,0,0,1
2830,4.0,0,0,0,1
2831,4.0,0,0,0,1
2832,3.0,0,0,0,1
2834,4.0,0,0,0,1
2835,4.0,0,0,0,1
2836,2.0,0,0,0,1
2837,2.0,0,0,0,1
2838,0.0,0,0,0,1
2839,3.0,0,0,0,1
2840,3.0,0,0,0,1
2841,3.0,0,0,0,1
2842,3.0,0,0,0,1
2843,1.0,0,0,0,1
2844,3.0,0,0,0,1
3317,4.0,0,0,0,1
3409,4.0,0,0,0,1
7187,3.0,0,0,0,1
2845,3.0,0,0,0,1
2846,3.0,0,0,0,1
2847,3.0,0,0,0,1
2848,4.0,0,0,0,1
3405,4.0,0,0,0,1
11170,2.0,0,0,0,1
2849,3.0,0,0,0,1
2850,2.0,0,0,0,1
2851,3.0,0,0,0,1
2852,3.0,0,0,0,1
2853,1.0,0,0,0,1
2854,3.0,0,0,0,1
2855,0.0,0,0,0,1
5563,0.0,0,0,0,1
9311,0.0,0,0,0,1
2856,4.0,0,0,0,1
2857,0.0,0,0,0,1
2858,3.0,0,0,0,1
5894,0.0,0,0,0,1
2860,3.0,0,0,0,1
2907,4.0,0,0,0,1
4116,4.0,0,0,0,1
2861,3.0,0,0,0,1
2862,4.0,0,0,0,1
2863,0.0,0,0,0,1
2864,3.0,0,0,0,1
2865,0.0,0,0,0,1
2866,3.0,0,0,0,1
2867,1.0,0,0,0,1
2869,1.0,0,0,0,1
2870,3.0,0,0,0,1
5381,3.0,0,0,0,1
2871,3.0,0,0,0,1
2872,3.0,0,0,0,1
9480,0.0,0,0,0,1
2873,4.0,0,0,0,1
9472,4.0,0,0,0,1
2874,4.0,0,0,0,1
2875,2.0,0,0,0,1
8702,3.0,0,0,0,1
9705,2.0,0,0,0,1
10557,3.0,0,0,0,1
2876,3.0,0,0,0,1
2877,3.0,0,0,0,1
2882,3.0,0,0,0,1
2884,0.0,0,0,0,1
2885,4.0,0,0,0,1
6736,3.0,0,0,0,1
2886,4.0,0,0,0,1
2893,3.0,0,0,0,1
2887,4.0,0,0,0,1
2888,4.0,0,0,0,1
5139,3.0,0,0,0,1
2889,1.0,0,0,0,1
2890,3.0,0,0,0,1
6824,2.0,0,0,0,1
6891,3.0,0,0,0,1
7487,3.0,0,0,0,1
7982,3.0,0,0,0,1
2891,4.0,0,0,0,1
2894,0.0,0,0,0,1
2902,0.0,0,0,0,1
3638,0.0,0,0,0,1
2895,0.0,0,0,0,1
2896,3.0,0,0,0,1
2897,0.0,0,0,0,1
2898,4.0,0,0,0,1
2899,4.0,0,0,0,1
2900,2.0,0,0,0,1
2901,3.0,0,0,0,1
2903,1.0,0,0,0,1
2904,4.0,0,0,0,1
2905,4.0,0,0,0,1
2906,0.0,0,0,0,1
6809,3.0,0,0,0,1
2908,4.0,0,0,0,1
3909,4.0,0,0,0,1
6589,3.0,0,0,0,1
7100,3.0,0,0,0,1
2909,3.0,0,0,0,1
2910,4.0,0,0,0,1
2911,0.0,0,0,0,1
2913,4.0,0,0,0,1
2915,4.0,0,0,0,1
4213,4.0,0,0,0,1
7984,2.0,0,0,0,1
2916,0.0,0,0,0,1
2919,0.0,0,0,0,1
2917,3.0,0,0,0,1
2918,1.0,0,0,0,1
2922,2.0,0,0,0,1
2920,1.0,0,0,0,1
2924,2.0,0,0,0,1
2925,3.0,0,0,0,1
10806,2.0,0,0,0,1
2926,0.0,0,0,0,1
2927,1.0,0,0,0,1
2928,4.0,0,0,0,1
8060,4.0,0,0,0,1
2929,0.0,0,0,0,1
2930,2.0,0,0,0,1
2932,3.0,0,0,0,1
4687,2.0,0,0,0,1
2933,0.0,0,0,0,1
8057,2.0,0,0,0,1
2934,2.0,0,0,0,1
2935,4.0,0,0,0,1
3427,4.0,0,0,0,1
11224,2.0,0,0,0,1
2936,4.0,0,0,0,1
2938,3.0,0,0,0,1
2939,4.0,0,0,0,1
2940,1.0,0,0,0,1
7836,3.0,0,0,0,1
8594,2.0,0,0,0,1
2941,1.0,0,0,0,1
2942,3.0,0,0,0,1
2943,4.0,0,0,0,1
3124,4.0,0,0,0,1
2944,4.0,0,0,0,1
2946,4.0,0,0,0,1
3470,4.0,0,0,0,1
10988,1.0,0,0,0,1
12795,4.0,0,0,0,1
2947,2.0,0,0,0,1
2948,4.0,0,0,0,1
2949,3.0,0,0,0,1
2950,4.0,0,0,0,1
2951,3.0,0,0,0,1
9751,3.0,0,0,0,1
2952,1.0,0,0,0,1
2953,3.0,0,0,0,1
2954,3.0,0,0,0,1
4154,3.0,0,0,0,1
6897,3.0,0,0,0,1
11404,3.0,0,0,0,1
2955,3.0,0,0,0,1
2956,3.0,0,0,0,1
3298,3.0,0,0,0,1
2957,1.0,0,0,0,1
2958,4.0,0,0,0,1
2959,4.0,0,0,0,1
2960,1.0,0,0,0,1
2961,1.0,0,0,0,1
2962,0.0,0,0,0,1
2963,1.0,0,0,0,1
2964,0.0,0,0,0,1
2965,0.0,0,0,0,1
3022,0.0,0,0,0,1
3023,0.0,0,0,0,1
2966,1.0,0,0,0,1
2967,3.0,0,0,0,1
2968,0.0,0,0,0,1
2969,1.0,0,0,0,1
2970,3.0,0,0,0,1
2971,4.0,0,0,0,1
2972,0.0,0,0,0,1
3616,2.0,0,0,0,1
