Document_No,Dominant_Topic,media,political elite,other,public
9142,2.0,0,0,0,1
6072,2.0,0,0,0,1
6073,3.0,0,0,0,1
6075,4.0,0,0,0,1
6076,3.0,0,0,0,1
6078,0.0,0,0,0,1
6079,3.0,0,0,0,1
6080,3.0,0,0,0,1
8804,0.0,0,0,0,1
6082,3.0,0,0,0,1
6083,3.0,0,0,0,1
8049,1.0,0,0,0,1
6084,0.0,0,0,0,1
6085,3.0,0,0,0,1
6086,1.0,0,0,0,1
6087,3.0,0,0,0,1
6088,3.0,0,0,0,1
6089,3.0,0,0,0,1
6090,3.0,0,0,0,1
6091,3.0,0,0,0,1
6092,3.0,0,0,0,1
6094,3.0,0,0,0,1
6095,2.0,0,0,0,1
6098,3.0,0,0,0,1
6099,3.0,0,0,0,1
6100,3.0,0,0,0,1
6101,3.0,0,0,0,1
6102,3.0,0,0,0,1
6117,3.0,0,0,0,1
6103,3.0,0,0,0,1
6104,0.0,0,0,0,1
6105,4.0,0,0,0,1
6106,3.0,0,0,0,1
6107,3.0,0,0,0,1
6108,3.0,0,0,0,1
12833,2.0,0,0,0,1
6111,3.0,0,0,0,1
6113,3.0,0,0,0,1
6114,2.0,0,0,0,1
6115,3.0,0,0,0,1
6116,3.0,0,0,0,1
6118,3.0,0,0,0,1
6119,3.0,0,0,0,1
6120,3.0,0,0,0,1
6121,3.0,0,0,0,1
6122,3.0,0,0,0,1
6123,3.0,0,0,0,1
6124,3.0,0,0,0,1
6125,3.0,0,0,0,1
6126,3.0,0,0,0,1
6128,3.0,0,0,0,1
6129,0.0,0,0,0,1
6130,3.0,0,0,0,1
6131,3.0,0,0,0,1
6132,3.0,0,0,0,1
9604,2.0,0,0,0,1
6133,3.0,0,0,0,1
9497,3.0,0,0,0,1
6134,3.0,0,0,0,1
6135,3.0,0,0,0,1
6136,3.0,0,0,0,1
6137,3.0,0,0,0,1
6140,3.0,0,0,0,1
6141,3.0,0,0,0,1
6197,3.0,0,0,0,1
6142,3.0,0,0,0,1
6143,3.0,0,0,0,1
12911,0.0,0,0,0,1
6144,3.0,0,0,0,1
6145,3.0,0,0,0,1
6146,3.0,0,0,0,1
6147,2.0,0,0,0,1
6149,3.0,0,0,0,1
6150,3.0,0,0,0,1
7376,3.0,0,0,0,1
6151,3.0,0,0,0,1
6152,2.0,0,0,0,1
6896,3.0,0,0,0,1
6155,3.0,0,0,0,1
6156,3.0,0,0,0,1
6157,3.0,0,0,0,1
6158,3.0,0,0,0,1
6159,3.0,0,0,0,1
6160,3.0,0,0,0,1
6161,3.0,0,0,0,1
6162,4.0,0,0,0,1
6163,3.0,0,0,0,1
6164,2.0,0,0,0,1
6753,1.0,0,0,0,1
9538,0.0,0,0,0,1
6165,3.0,0,0,0,1
6166,1.0,0,0,0,1
6167,3.0,0,0,0,1
6169,2.0,0,0,0,1
7228,2.0,0,0,0,1
6170,3.0,0,0,0,1
6171,3.0,0,0,0,1
6172,3.0,0,0,0,1
8445,3.0,0,0,0,1
6174,3.0,0,0,0,1
7423,3.0,0,0,0,1
6175,0.0,0,0,0,1
9774,0.0,0,0,0,1
6177,3.0,0,0,0,1
6178,3.0,0,0,0,1
6179,3.0,0,0,0,1
6180,3.0,0,0,0,1
8020,3.0,0,0,0,1
6182,2.0,0,0,0,1
9645,0.0,0,0,0,1
6183,3.0,0,0,0,1
6184,3.0,0,0,0,1
6185,3.0,0,0,0,1
6186,3.0,0,0,0,1
6187,3.0,0,0,0,1
6188,3.0,0,0,0,1
6189,3.0,0,0,0,1
6190,3.0,0,0,0,1
6191,3.0,0,0,0,1
6192,3.0,0,0,0,1
6193,3.0,0,0,0,1
6916,3.0,0,0,0,1
6194,0.0,0,0,0,1
6195,2.0,0,0,0,1
6196,1.0,0,0,0,1
6198,3.0,0,0,0,1
6199,3.0,0,0,0,1
6201,3.0,0,0,0,1
6203,3.0,0,0,0,1
6205,3.0,0,0,0,1
6206,3.0,0,0,0,1
6208,3.0,0,0,0,1
6209,3.0,0,0,0,1
6210,3.0,0,0,0,1
6211,3.0,0,0,0,1
6212,3.0,0,0,0,1
6213,3.0,0,0,0,1
6214,3.0,0,0,0,1
6215,3.0,0,0,0,1
6217,3.0,0,0,0,1
6269,3.0,0,0,0,1
6218,3.0,0,0,0,1
11526,3.0,0,0,0,1
6219,3.0,0,0,0,1
6221,3.0,0,0,0,1
6222,3.0,0,0,0,1
6223,0.0,0,0,0,1
6225,3.0,0,0,0,1
6226,3.0,0,0,0,1
6227,3.0,0,0,0,1
6228,3.0,0,0,0,1
6229,3.0,0,0,0,1
6230,3.0,0,0,0,1
6231,3.0,0,0,0,1
10000,2.0,0,0,0,1
6233,3.0,0,0,0,1
6234,3.0,0,0,0,1
6235,3.0,0,0,0,1
6236,3.0,0,0,0,1
6237,2.0,0,0,0,1
6238,3.0,0,0,0,1
6241,3.0,0,0,0,1
6592,3.0,0,0,0,1
6239,3.0,0,0,0,1
6242,3.0,0,0,0,1
6243,3.0,0,0,0,1
6244,3.0,0,0,0,1
12245,2.0,0,0,0,1
6245,3.0,0,0,0,1
10118,3.0,0,0,0,1
6246,3.0,0,0,0,1
6247,3.0,0,0,0,1
6248,3.0,0,0,0,1
9860,1.0,0,0,0,1
6249,3.0,0,0,0,1
6250,3.0,0,0,0,1
11662,2.0,0,0,0,1
6251,3.0,0,0,0,1
6253,3.0,0,0,0,1
6254,3.0,0,0,0,1
6255,0.0,0,0,0,1
6256,3.0,0,0,0,1
6257,0.0,0,0,0,1
11093,0.0,0,0,0,1
6258,3.0,0,0,0,1
6259,3.0,0,0,0,1
10312,1.0,0,0,0,1
6260,3.0,0,0,0,1
6261,3.0,0,0,0,1
8252,2.0,0,0,0,1
6262,0.0,0,0,0,1
6263,3.0,0,0,0,1
6265,3.0,0,0,0,1
6266,3.0,0,0,0,1
6267,3.0,0,0,0,1
6268,3.0,0,0,0,1
6271,3.0,0,0,0,1
6272,3.0,0,0,0,1
6273,3.0,0,0,0,1
6274,3.0,0,0,0,1
6275,3.0,0,0,0,1
6276,3.0,0,0,0,1
6553,3.0,0,0,0,1
6277,3.0,0,0,0,1
6278,3.0,0,0,0,1
6279,3.0,0,0,0,1
6280,4.0,0,0,0,1
12742,2.0,0,0,0,1
6281,3.0,0,0,0,1
12681,3.0,0,0,0,1
6283,3.0,0,0,0,1
6284,3.0,0,0,0,1
6285,3.0,0,0,0,1
6286,3.0,0,0,0,1
6287,3.0,0,0,0,1
6288,3.0,0,0,0,1
6289,3.0,0,0,0,1
6291,3.0,0,0,0,1
6292,3.0,0,0,0,1
6293,3.0,0,0,0,1
6294,3.0,0,0,0,1
6295,3.0,0,0,0,1
6296,3.0,0,0,0,1
6308,3.0,0,0,0,1
6495,3.0,0,0,0,1
9368,3.0,0,0,0,1
11691,3.0,0,0,0,1
6297,3.0,0,0,0,1
6298,2.0,0,0,0,1
6299,1.0,0,0,0,1
6300,0.0,0,0,0,1
6301,3.0,0,0,0,1
6302,3.0,0,0,0,1
6303,3.0,0,0,0,1
6304,3.0,0,0,0,1
6305,3.0,0,0,0,1
6306,3.0,0,0,0,1
6307,1.0,0,0,0,1
6309,3.0,0,0,0,1
6310,3.0,0,0,0,1
6311,3.0,0,0,0,1
6312,3.0,0,0,0,1
6313,3.0,0,0,0,1
9346,3.0,0,0,0,1
6314,3.0,0,0,0,1
6316,3.0,0,0,0,1
6317,0.0,0,0,0,1
6318,3.0,0,0,0,1
6319,3.0,0,0,0,1
6320,3.0,0,0,0,1
6321,3.0,0,0,0,1
6322,3.0,0,0,0,1
6323,3.0,0,0,0,1
6324,3.0,0,0,0,1
6325,3.0,0,0,0,1
6326,1.0,0,0,0,1
6327,3.0,0,0,0,1
6328,2.0,0,0,0,1
6329,3.0,0,0,0,1
6330,3.0,0,0,0,1
6332,3.0,0,0,0,1
8981,2.0,0,0,0,1
11986,2.0,0,0,0,1
6333,2.0,0,0,0,1
12414,2.0,0,0,0,1
6334,3.0,0,0,0,1
6335,2.0,0,0,0,1
6336,0.0,0,0,0,1
6337,3.0,0,0,0,1
6338,3.0,0,0,0,1
6340,3.0,0,0,0,1
6341,3.0,0,0,0,1
6342,3.0,0,0,0,1
6343,3.0,0,0,0,1
6344,2.0,0,0,0,1
6345,3.0,0,0,0,1
6346,3.0,0,0,0,1
6347,3.0,0,0,0,1
6348,3.0,0,0,0,1
6350,3.0,0,0,0,1
6351,1.0,0,0,0,1
6352,3.0,0,0,0,1
6353,3.0,0,0,0,1
6354,3.0,0,0,0,1
6355,3.0,0,0,0,1
6356,3.0,0,0,0,1
6357,0.0,0,0,0,1
6358,1.0,0,0,0,1
6359,3.0,0,0,0,1
6360,3.0,0,0,0,1
6363,3.0,0,0,0,1
6364,0.0,0,0,0,1
6365,3.0,0,0,0,1
6366,3.0,0,0,0,1
6367,3.0,0,0,0,1
6368,3.0,0,0,0,1
6370,3.0,0,0,0,1
6371,3.0,0,0,0,1
6372,3.0,0,0,0,1
6373,3.0,0,0,0,1
6374,3.0,0,0,0,1
10793,1.0,0,0,0,1
6375,3.0,0,0,0,1
6376,3.0,0,0,0,1
6396,3.0,0,0,0,1
6378,3.0,0,0,0,1
6379,3.0,0,0,0,1
6380,2.0,0,0,0,1
6381,2.0,0,0,0,1
6382,4.0,0,0,0,1
6383,3.0,0,0,0,1
11843,0.0,0,0,0,1
6385,4.0,0,0,0,1
6386,3.0,0,0,0,1
12000,3.0,0,0,0,1
6387,3.0,0,0,0,1
6388,3.0,0,0,0,1
6389,4.0,0,0,0,1
6390,3.0,0,0,0,1
6524,3.0,0,0,0,1
6391,0.0,0,0,0,1
6392,3.0,0,0,0,1
6393,3.0,0,0,0,1
6394,3.0,0,0,0,1
6395,3.0,0,0,0,1
6397,3.0,0,0,0,1
6398,3.0,0,0,0,1
11605,3.0,0,0,0,1
6399,3.0,0,0,0,1
6400,3.0,0,0,0,1
6401,3.0,0,0,0,1
6402,3.0,0,0,0,1
6403,3.0,0,0,0,1
10833,1.0,0,0,0,1
6406,3.0,0,0,0,1
6407,3.0,0,0,0,1
6408,3.0,0,0,0,1
6409,3.0,0,0,0,1
6410,4.0,0,0,0,1
6411,3.0,0,0,0,1
6412,3.0,0,0,0,1
7026,3.0,0,0,0,1
6413,3.0,0,0,0,1
6414,3.0,0,0,0,1
6416,3.0,0,0,0,1
6418,4.0,0,0,0,1
6420,3.0,0,0,0,1
6421,3.0,0,0,0,1
6422,3.0,0,0,0,1
6423,3.0,0,0,0,1
6425,3.0,0,0,0,1
6426,3.0,0,0,0,1
6428,2.0,0,0,0,1
11005,2.0,0,0,0,1
6429,3.0,0,0,0,1
6430,3.0,0,0,0,1
6441,2.0,0,0,0,1
11831,2.0,0,0,0,1
6432,0.0,0,0,0,1
6433,0.0,0,0,0,1
6434,0.0,0,0,0,1
6435,3.0,0,0,0,1
6436,3.0,0,0,0,1
6437,3.0,0,0,0,1
7275,0.0,0,0,0,1
6438,3.0,0,0,0,1
6439,3.0,0,0,0,1
6440,3.0,0,0,0,1
6442,3.0,0,0,0,1
6443,3.0,0,0,0,1
6445,1.0,0,0,0,1
6446,3.0,0,0,0,1
6448,3.0,0,0,0,1
6449,3.0,0,0,0,1
6450,0.0,0,0,0,1
6452,3.0,0,0,0,1
6454,1.0,0,0,0,1
6456,3.0,0,0,0,1
6583,0.0,0,0,0,1
6457,3.0,0,0,0,1
6458,3.0,0,0,0,1
6459,2.0,0,0,0,1
11548,0.0,0,0,0,1
6460,3.0,0,0,0,1
10439,0.0,0,0,0,1
12246,2.0,0,0,0,1
6461,3.0,0,0,0,1
6462,3.0,0,0,0,1
6463,4.0,0,0,0,1
6464,3.0,0,0,0,1
9560,2.0,0,0,0,1
6465,3.0,0,0,0,1
6466,0.0,0,0,0,1
10493,0.0,0,0,0,1
12226,0.0,0,0,0,1
6468,3.0,0,0,0,1
10736,1.0,0,0,0,1
12049,2.0,0,0,0,1
6469,3.0,0,0,0,1
6470,3.0,0,0,0,1
6471,3.0,0,0,0,1
6477,2.0,0,0,0,1
12028,2.0,0,0,0,1
6472,0.0,0,0,0,1
6473,3.0,0,0,0,1
6474,3.0,0,0,0,1
6476,3.0,0,0,0,1
6478,3.0,0,0,0,1
6479,3.0,0,0,0,1
6480,3.0,0,0,0,1
6481,3.0,0,0,0,1
6482,3.0,0,0,0,1
6483,3.0,0,0,0,1
6484,3.0,0,0,0,1
6485,3.0,0,0,0,1
6486,3.0,0,0,0,1
6487,3.0,0,0,0,1
6488,3.0,0,0,0,1
6505,3.0,0,0,0,1
6489,3.0,0,0,0,1
6490,3.0,0,0,0,1
6491,3.0,0,0,0,1
6492,3.0,0,0,0,1
6493,3.0,0,0,0,1
6494,2.0,0,0,0,1
6514,3.0,0,0,0,1
6496,3.0,0,0,0,1
6497,1.0,0,0,0,1
6499,3.0,0,0,0,1
6500,0.0,0,0,0,1
6502,4.0,0,0,0,1
6503,2.0,0,0,0,1
6504,3.0,0,0,0,1
6506,4.0,0,0,0,1
6507,3.0,0,0,0,1
6508,3.0,0,0,0,1
6509,0.0,0,0,0,1
6510,3.0,0,0,0,1
6511,3.0,0,0,0,1
9515,3.0,0,0,0,1
9815,2.0,0,0,0,1
10365,2.0,0,0,0,1
6512,0.0,0,0,0,1
6513,3.0,0,0,0,1
6517,3.0,0,0,0,1
6518,3.0,0,0,0,1
6519,3.0,0,0,0,1
6520,3.0,0,0,0,1
6521,0.0,0,0,0,1
6522,3.0,0,0,0,1
6523,2.0,0,0,0,1
12065,2.0,0,0,0,1
6525,3.0,0,0,0,1
6593,2.0,0,0,0,1
6526,3.0,0,0,0,1
6527,3.0,0,0,0,1
6528,3.0,0,0,0,1
6529,3.0,0,0,0,1
6530,3.0,0,0,0,1
6532,3.0,0,0,0,1
6533,3.0,0,0,0,1
6534,3.0,0,0,0,1
6535,3.0,0,0,0,1
6536,3.0,0,0,0,1
6545,0.0,0,0,0,1
6537,3.0,0,0,0,1
6538,3.0,0,0,0,1
6540,3.0,0,0,0,1
6541,3.0,0,0,0,1
6542,3.0,0,0,0,1
6543,3.0,0,0,0,1
6544,1.0,0,0,0,1
6546,1.0,0,0,0,1
6547,3.0,0,0,0,1
6549,3.0,0,0,0,1
6552,0.0,0,0,0,1
6554,3.0,0,0,0,1
6556,0.0,0,0,0,1
9683,2.0,0,0,0,1
11046,0.0,0,0,0,1
6557,3.0,0,0,0,1
6558,3.0,0,0,0,1
6559,3.0,0,0,0,1
6560,2.0,0,0,0,1
7870,4.0,0,0,0,1
6561,3.0,0,0,0,1
6562,0.0,0,0,0,1
11016,0.0,0,0,0,1
6563,2.0,0,0,0,1
6564,0.0,0,0,0,1
12916,1.0,0,0,0,1
6569,3.0,0,0,0,1
6570,4.0,0,0,0,1
6571,1.0,0,0,0,1
6572,3.0,0,0,0,1
6573,4.0,0,0,0,1
6576,3.0,0,0,0,1
6574,3.0,0,0,0,1
6575,3.0,0,0,0,1
6577,3.0,0,0,0,1
6578,3.0,0,0,0,1
6579,3.0,0,0,0,1
7642,3.0,0,0,0,1
12722,2.0,0,0,0,1
6580,3.0,0,0,0,1
6581,3.0,0,0,0,1
6584,3.0,0,0,0,1
9074,3.0,0,0,0,1
6585,3.0,0,0,0,1
6586,3.0,0,0,0,1
8418,3.0,0,0,0,1
8613,4.0,0,0,0,1
6587,3.0,0,0,0,1
6588,3.0,0,0,0,1
6590,2.0,0,0,0,1
7241,2.0,0,0,0,1
6591,3.0,0,0,0,1
6595,2.0,0,0,0,1
6597,3.0,0,0,0,1
6598,1.0,0,0,0,1
6599,3.0,0,0,0,1
6600,3.0,0,0,0,1
12706,2.0,0,0,0,1
6601,3.0,0,0,0,1
6615,3.0,0,0,0,1
6618,3.0,0,0,0,1
6623,3.0,0,0,0,1
6624,3.0,0,0,0,1
6602,3.0,0,0,0,1
6605,3.0,0,0,0,1
6603,1.0,0,0,0,1
6604,3.0,0,0,0,1
6606,3.0,0,0,0,1
6607,3.0,0,0,0,1
6608,3.0,0,0,0,1
6628,3.0,0,0,0,1
6609,2.0,0,0,0,1
6611,3.0,0,0,0,1
6612,3.0,0,0,0,1
6613,3.0,0,0,0,1
6614,3.0,0,0,0,1
6616,0.0,0,0,0,1
6617,3.0,0,0,0,1
6619,3.0,0,0,0,1
6621,3.0,0,0,0,1
6622,3.0,0,0,0,1
8779,2.0,0,0,0,1
6626,3.0,0,0,0,1
7217,3.0,0,0,0,1
6629,4.0,0,0,0,1
6630,1.0,0,0,0,1
6631,4.0,0,0,0,1
8553,3.0,0,0,0,1
9159,1.0,0,0,0,1
9332,1.0,0,0,0,1
6632,2.0,0,0,0,1
6633,3.0,0,0,0,1
6635,3.0,0,0,0,1
11954,3.0,0,0,0,1
6636,3.0,0,0,0,1
8724,1.0,0,0,0,1
6637,3.0,0,0,0,1
6638,3.0,0,0,0,1
6639,3.0,0,0,0,1
8693,2.0,0,0,0,1
6640,3.0,0,0,0,1
6641,0.0,0,0,0,1
6642,3.0,0,0,0,1
6643,0.0,0,0,0,1
6644,3.0,0,0,0,1
6645,3.0,0,0,0,1
10569,2.0,0,0,0,1
6647,3.0,0,0,0,1
6649,3.0,0,0,0,1
6650,0.0,0,0,0,1
6651,3.0,0,0,0,1
6652,3.0,0,0,0,1
6654,0.0,0,0,0,1
6655,3.0,0,0,0,1
6656,3.0,0,0,0,1
6657,3.0,0,0,0,1
11213,2.0,0,0,0,1
6658,2.0,0,0,0,1
6660,3.0,0,0,0,1
12412,0.0,0,0,0,1
6661,3.0,0,0,0,1
6662,2.0,0,0,0,1
6664,3.0,0,0,0,1
6666,3.0,0,0,0,1
6667,3.0,0,0,0,1
8892,3.0,0,0,0,1
6668,3.0,0,0,0,1
6670,3.0,0,0,0,1
11590,2.0,0,0,0,1
6671,0.0,0,0,0,1
6673,3.0,0,0,0,1
6676,3.0,0,0,0,1
7360,3.0,0,0,0,1
6677,3.0,0,0,0,1
6678,3.0,0,0,0,1
6679,3.0,0,0,0,1
6680,3.0,0,0,0,1
6681,2.0,0,0,0,1
6688,0.0,0,0,0,1
9436,0.0,0,0,0,1
6682,3.0,0,0,0,1
6683,3.0,0,0,0,1
6685,3.0,0,0,0,1
11430,3.0,0,0,0,1
6686,3.0,0,0,0,1
6687,3.0,0,0,0,1
6689,2.0,0,0,0,1
12461,2.0,0,0,0,1
6690,1.0,0,0,0,1
6692,3.0,0,0,0,1
6693,3.0,0,0,0,1
6694,2.0,0,0,0,1
6695,0.0,0,0,0,1
6697,3.0,0,0,0,1
6698,0.0,0,0,0,1
6699,3.0,0,0,0,1
6700,1.0,0,0,0,1
6702,1.0,0,0,0,1
6703,3.0,0,0,0,1
6704,3.0,0,0,0,1
6705,0.0,0,0,0,1
6706,2.0,0,0,0,1
6707,2.0,0,0,0,1
6708,2.0,0,0,0,1
6709,0.0,0,0,0,1
6711,1.0,0,0,0,1
6712,3.0,0,0,0,1
6713,3.0,0,0,0,1
9343,3.0,0,0,0,1
11725,3.0,0,0,0,1
11781,2.0,0,0,0,1
6714,3.0,0,0,0,1
6715,0.0,0,0,0,1
6716,3.0,0,0,0,1
6717,1.0,0,0,0,1
6725,0.0,0,0,0,1
9534,1.0,0,0,0,1
6718,3.0,0,0,0,1
6719,3.0,0,0,0,1
6720,3.0,0,0,0,1
6722,3.0,0,0,0,1
6723,3.0,0,0,0,1
8818,2.0,0,0,0,1
9855,3.0,0,0,0,1
6726,2.0,0,0,0,1
6727,2.0,0,0,0,1
6729,0.0,0,0,0,1
6730,0.0,0,0,0,1
6731,3.0,0,0,0,1
7576,3.0,0,0,0,1
6732,3.0,0,0,0,1
6733,3.0,0,0,0,1
6734,3.0,0,0,0,1
6737,3.0,0,0,0,1
6738,1.0,0,0,0,1
6739,3.0,0,0,0,1
6740,3.0,0,0,0,1
6741,3.0,0,0,0,1
7447,3.0,0,0,0,1
6742,0.0,0,0,0,1
6744,2.0,0,0,0,1
6745,3.0,0,0,0,1
6746,1.0,0,0,0,1
6747,0.0,0,0,0,1
6748,3.0,0,0,0,1
6749,0.0,0,0,0,1
6750,0.0,0,0,0,1
6751,3.0,0,0,0,1
6752,3.0,0,0,0,1
6754,3.0,0,0,0,1
10039,3.0,0,0,0,1
6755,0.0,0,0,0,1
6756,3.0,0,0,0,1
9535,3.0,0,0,0,1
9554,1.0,0,0,0,1
6757,3.0,0,0,0,1
6758,2.0,0,0,0,1
9570,3.0,0,0,0,1
6759,3.0,0,0,0,1
6766,3.0,0,0,0,1
6767,3.0,0,0,0,1
6760,3.0,0,0,0,1
6762,3.0,0,0,0,1
6763,3.0,0,0,0,1
6764,1.0,0,0,0,1
6765,1.0,0,0,0,1
12827,3.0,0,0,0,1
6768,0.0,0,0,0,1
9807,0.0,0,0,0,1
6769,0.0,0,0,0,1
6770,2.0,0,0,0,1
6771,3.0,0,0,0,1
6772,3.0,0,0,0,1
6773,2.0,0,0,0,1
6774,3.0,0,0,0,1
6775,4.0,0,0,0,1
6776,3.0,0,0,0,1
6777,3.0,0,0,0,1
11729,2.0,0,0,0,1
6778,3.0,0,0,0,1
6779,2.0,0,0,0,1
6780,3.0,0,0,0,1
6781,3.0,0,0,0,1
6783,3.0,0,0,0,1
6784,3.0,0,0,0,1
6785,3.0,0,0,0,1
6786,4.0,0,0,0,1
7000,3.0,0,0,0,1
6787,3.0,0,0,0,1
12659,2.0,0,0,0,1
6789,3.0,0,0,0,1
6791,3.0,0,0,0,1
6792,3.0,0,0,0,1
6795,3.0,0,0,0,1
6796,3.0,0,0,0,1
6797,3.0,0,0,0,1
6798,3.0,0,0,0,1
6799,3.0,0,0,0,1
6801,3.0,0,0,0,1
6802,0.0,0,0,0,1
6804,3.0,0,0,0,1
6805,3.0,0,0,0,1
6806,3.0,0,0,0,1
6807,3.0,0,0,0,1
6811,0.0,0,0,0,1
6812,3.0,0,0,0,1
6813,3.0,0,0,0,1
10839,2.0,0,0,0,1
12622,2.0,0,0,0,1
12623,0.0,0,0,0,1
6815,3.0,0,0,0,1
6816,1.0,0,0,0,1
6817,3.0,0,0,0,1
6818,3.0,0,0,0,1
6819,0.0,0,0,0,1
6821,3.0,0,0,0,1
6822,3.0,0,0,0,1
6823,3.0,0,0,0,1
6826,3.0,0,0,0,1
6827,2.0,0,0,0,1
6828,0.0,0,0,0,1
6829,3.0,0,0,0,1
6830,3.0,0,0,0,1
6831,3.0,0,0,0,1
6832,3.0,0,0,0,1
6833,3.0,0,0,0,1
6834,3.0,0,0,0,1
6836,3.0,0,0,0,1
6837,3.0,0,0,0,1
6838,3.0,0,0,0,1
6839,3.0,0,0,0,1
6841,3.0,0,0,0,1
6842,3.0,0,0,0,1
6844,3.0,0,0,0,1
6845,1.0,0,0,0,1
6846,3.0,0,0,0,1
6847,3.0,0,0,0,1
6848,3.0,0,0,0,1
6849,2.0,0,0,0,1
6850,3.0,0,0,0,1
6851,3.0,0,0,0,1
11541,2.0,0,0,0,1
6852,3.0,0,0,0,1
6853,3.0,0,0,0,1
6855,3.0,0,0,0,1
6856,3.0,0,0,0,1
6857,3.0,0,0,0,1
6859,3.0,0,0,0,1
6860,3.0,0,0,0,1
6861,3.0,0,0,0,1
6863,3.0,0,0,0,1
6864,3.0,0,0,0,1
6865,2.0,0,0,0,1
6867,3.0,0,0,0,1
6868,2.0,0,0,0,1
6869,1.0,0,0,0,1
6870,0.0,0,0,0,1
6871,3.0,0,0,0,1
6872,3.0,0,0,0,1
6873,3.0,0,0,0,1
6874,3.0,0,0,0,1
6876,3.0,0,0,0,1
6877,3.0,0,0,0,1
6879,3.0,0,0,0,1
6880,3.0,0,0,0,1
6881,3.0,0,0,0,1
6882,3.0,0,0,0,1
6883,3.0,0,0,0,1
6885,3.0,0,0,0,1
6887,2.0,0,0,0,1
10092,0.0,0,0,0,1
6888,3.0,0,0,0,1
6889,3.0,0,0,0,1
6890,3.0,0,0,0,1
6892,3.0,0,0,0,1
6894,3.0,0,0,0,1
6895,3.0,0,0,0,1
12349,2.0,0,0,0,1
6898,3.0,0,0,0,1
7548,4.0,0,0,0,1
7585,3.0,0,0,0,1
9490,3.0,0,0,0,1
6899,0.0,0,0,0,1
6900,3.0,0,0,0,1
6902,2.0,0,0,0,1
6904,3.0,0,0,0,1
6905,3.0,0,0,0,1
6906,3.0,0,0,0,1
6908,3.0,0,0,0,1
6909,3.0,0,0,0,1
6913,3.0,0,0,0,1
11810,3.0,0,0,0,1
6914,2.0,0,0,0,1
6915,3.0,0,0,0,1
11921,2.0,0,0,0,1
6917,2.0,0,0,0,1
6918,3.0,0,0,0,1
6919,3.0,0,0,0,1
6920,3.0,0,0,0,1
10846,0.0,0,0,0,1
6921,3.0,0,0,0,1
6922,3.0,0,0,0,1
12687,2.0,0,0,0,1
12697,2.0,0,0,0,1
12708,2.0,0,0,0,1
6923,1.0,0,0,0,1
6926,3.0,0,0,0,1
6927,3.0,0,0,0,1
6928,0.0,0,0,0,1
6930,4.0,0,0,0,1
6931,4.0,0,0,0,1
6932,3.0,0,0,0,1
6933,3.0,0,0,0,1
6934,0.0,0,0,0,1
7164,0.0,0,0,0,1
8092,0.0,0,0,0,1
8847,0.0,0,0,0,1
6935,2.0,0,0,0,1
11948,2.0,0,0,0,1
6937,2.0,0,0,0,1
7095,3.0,0,0,0,1
6938,3.0,0,0,0,1
6939,3.0,0,0,0,1
6940,3.0,0,0,0,1
6941,4.0,0,0,0,1
6944,3.0,0,0,0,1
8946,2.0,0,0,0,1
6946,3.0,0,0,0,1
6947,3.0,0,0,0,1
6948,0.0,0,0,0,1
9342,0.0,0,0,0,1
9569,0.0,0,0,0,1
6949,1.0,0,0,0,1
6950,3.0,0,0,0,1
6951,1.0,0,0,0,1
6952,3.0,0,0,0,1
11892,2.0,0,0,0,1
6954,3.0,0,0,0,1
6955,3.0,0,0,0,1
11796,3.0,0,0,0,1
12300,2.0,0,0,0,1
6956,3.0,0,0,0,1
6957,3.0,0,0,0,1
6958,2.0,0,0,0,1
6959,3.0,0,0,0,1
6961,3.0,0,0,0,1
6963,3.0,0,0,0,1
10152,1.0,0,0,0,1
10153,1.0,0,0,0,1
6964,3.0,0,0,0,1
6965,3.0,0,0,0,1
6977,2.0,0,0,0,1
6966,3.0,0,0,0,1
6967,2.0,0,0,0,1
6968,3.0,0,0,0,1
6969,1.0,0,0,0,1
6970,3.0,0,0,0,1
6971,2.0,0,0,0,1
6972,0.0,0,0,0,1
7013,0.0,0,0,0,1
6973,4.0,0,0,0,1
6974,3.0,0,0,0,1
6975,2.0,0,0,0,1
6979,3.0,0,0,0,1
6980,3.0,0,0,0,1
6981,3.0,0,0,0,1
6982,3.0,0,0,0,1
6983,3.0,0,0,0,1
6984,3.0,0,0,0,1
6986,3.0,0,0,0,1
6987,3.0,0,0,0,1
6988,1.0,0,0,0,1
6989,0.0,0,0,0,1
7477,3.0,0,0,0,1
6990,3.0,0,0,0,1
6992,3.0,0,0,0,1
6993,3.0,0,0,0,1
8114,3.0,0,0,0,1
6995,3.0,0,0,0,1
6997,3.0,0,0,0,1
6998,0.0,0,0,0,1
7003,1.0,0,0,0,1
6999,3.0,0,0,0,1
7001,2.0,0,0,0,1
11780,2.0,0,0,0,1
7002,3.0,0,0,0,1
7004,3.0,0,0,0,1
7005,1.0,0,0,0,1
7006,3.0,0,0,0,1
7007,1.0,0,0,0,1
7008,3.0,0,0,0,1
7010,3.0,0,0,0,1
7035,3.0,0,0,0,1
7011,3.0,0,0,0,1
7012,0.0,0,0,0,1
7014,3.0,0,0,0,1
7015,3.0,0,0,0,1
7016,3.0,0,0,0,1
7017,3.0,0,0,0,1
7018,0.0,0,0,0,1
7966,0.0,0,0,0,1
7019,0.0,0,0,0,1
7052,3.0,0,0,0,1
7020,3.0,0,0,0,1
7023,3.0,0,0,0,1
7024,3.0,0,0,0,1
